,Substrate,control_mean,AZ20_mean,AZ20_fold_change,AZ20_p-value,AZ20_ctrlCV,AZ20_treatCV,Phosphosite,Corrected P-Value,Hypothesis Rejected?,-Log10 Corrected P-Value
9242,PHF2,185866567.4,301743930.3,1.623443821,0.23114206699999998,0.529100915,0.378217587,S539,0.43315746043448883,False,0.3633542011827209
11137,RPL27,616944966.6,681385673.2,1.104451305,0.287970763,0.12836957,0.078971785,None,0.43315746043448883,False,0.3633542011827209
10076,PRRC2C,575748420.2,174296228.8,0.302729843,0.001892461,0.16855041199999998,0.513972577,S1246,0.43315746043448883,False,0.3633542011827209
4347,FEZ1,88672544.18,190847261.7,2.152270057,0.24663141800000002,0.428791995,0.69441748,S316,0.4331614011683778,False,0.3633502501225316
855,ARHGEF6,723362.6902,14215475.3,19.65193324,0.379783188,1.732050808,1.732050808,S640,0.4331614011683778,False,0.3633502501225316
3105,DEK,632002056.2,811177754.6,1.283504929,0.28258293100000004,0.130753546,0.307740969,S32,0.4331614011683778,False,0.3633502501225316
11283,RPS6KA4,18873242.53,45497036.74,2.410663492,0.350514008,1.45929639,0.7976626459999999,T687,0.4331614011683778,False,0.3633502501225316
10569,RASAL2,29706670.32,34912866.7,1.175253447,0.858128674,1.0161117179999999,1.080972146,S16,0.4331781833834894,False,0.36333342433378096
2684,CP,24154955.51,21124954.5,0.87455986,0.889997741,1.2242154729999999,1.00253343,None,0.4331781833834894,False,0.36333342433378096
11353,RRP1B,11965144.79,49848386.0,4.16613312,0.065506519,1.732050808,0.41186218,S392,0.4331781833834894,False,0.36333342433378096
11293,RPS6KB2,1252004935.0,1327299027.0,1.060138814,0.188394007,0.012738511999999999,0.065119432,S423,0.4335173946390999,False,0.3629934720188763
4894,GRAMD1A,4349285060.0,3691074664.0,0.848662392,0.370059067,0.267550729,0.047462407000000005,S560,0.4335173946390999,False,0.3629934720188763
11035,RNF2,19136320.1,9582520.902,0.50075045,0.426206796,0.8467308240000001,1.111615168,S168,0.4335173946390999,False,0.3629934720188763
11085,RPAP3,281619995.2,160326841.7,0.569302054,0.12896020800000002,0.170765645,0.6815938140000001,S119,0.4335173946390999,False,0.3629934720188763
10298,PUM1,2116443672.0,2528137806.0,1.194521659,0.34158045299999995,0.26427677899999996,0.16017377,T112,0.4337093624574935,False,0.3628012026616157
10489,RANBP2,279905673.2,367718182.9,1.313721793,0.614417675,0.34762654,0.732448874,S1160,0.4343489399964963,False,0.3621612340203031
4435,FLNC,394329.585,2157455.121,5.471197707000001,0.452116289,1.732050808,1.732050808,S1972,0.4343489399964963,False,0.3621612340203031
1863,CCDC61,2772956.653,5923503.085,2.136168655,0.6470823689999999,1.732050808,1.732050808,S447,0.43485724597607234,False,0.36165328893022974
7060,MAPKBP1,17343901.36,11714587.04,0.675429754,0.773527823,1.69141097,1.171339532,S1263,0.4351616736841645,False,0.3613493615645805
11196,RPRD1B,11563195651.0,11288960693.0,0.9762838090000001,0.975749093,0.897801886,0.957834045,S134,0.43532792032258066,False,0.36118347790767286
4632,GAPDH,42417173.97,9103634.255,0.214621423,0.433107511,1.610936175,0.7730066609999999,T184,0.43532792032258066,False,0.36118347790767286
2859,CTSD,29989949.98,64686109.89,2.156926235,0.268177027,1.077442713,0.574626316,M326,0.43532792032258066,False,0.36118347790767286
8802,PALM,435725241.3,618971736.5,1.420555152,0.0013925320000000001,0.09860274699999999,0.059949463,S116,0.43532792032258066,False,0.36118347790767286
5318,HNRNPA1,2632562061.0,2798817715.0,1.063153555,0.396602265,0.084468025,0.079975145,S338,0.43532792032258066,False,0.36118347790767286
8195,NFATC2IP,479666306.7,515580798.1,1.0748739090000001,0.874931063,0.317602541,0.672533362,S92,0.43532792032258066,False,0.36118347790767286
10303,PUM2,3908724484.0,2142153094.0,0.548044024,0.000866498,0.098303851,0.149116965,S82,0.43532792032258066,False,0.36118347790767286
6525,LDLRAP1,4374718.49,413106.5413,0.09443042800000001,0.18363331800000002,1.030971297,1.732050808,S14,0.43532792032258066,False,0.36118347790767286
5725,INVS,2202417598.0,1710690026.0,0.7767328170000001,0.501547802,0.108463553,0.682308314,S661,0.43615105613414634,False,0.36036307154840325
4089,FA21B_HUMAN,2072370554.0,2282518511.0,1.1014046240000002,0.114576607,0.065054334,0.063099956,S616,0.436720616777133,False,0.3597963053509405
3395,DPYSL3,611794351.3,950698276.2,1.5539507259999998,0.009630157,0.095838235,0.153170403,None,0.436720616777133,False,0.3597963053509405
6531,LENG1,4996954.772,5806906.79,1.162089123,0.882510621,1.150880188,1.21404726,S59,0.4375893559689675,False,0.3589332504318545
2398,CHD2,4281240262.0,4087967110.0,0.954855803,0.7976539979999999,0.21966099600000003,0.201055288,None,0.43765479744608704,False,0.35886830655912433
9612,POLR1A,928059857.9,976872975.7,1.05259695,0.635960546,0.08739789699999999,0.15252684800000002,S1489,0.4380763181189236,False,0.3584502236268064
11887,SH3BGR,50921065.17,79803306.52,1.5671963309999999,0.095940242,0.45222497799999994,0.132938952,None,0.4380763181189236,False,0.3584502236268064
4346,FEZ1,1822085707.0,2469098304.0,1.355094491,0.033178768,0.204143435,0.067037122,S298,0.4380763181189236,False,0.3584502236268064
3055,DDX24,303819459.7,322178508.9,1.060427496,0.886178239,0.546809871,0.41339463,None,0.4380763181189236,False,0.3584502236268064
4948,GSTM3,43238752.86,40161230.12,0.928824896,0.794451088,0.152515314,0.458756239,None,0.4380763181189236,False,0.3584502236268064
5158,HEXA,41749066.58,25238636.59,0.6045317570000001,0.311714179,0.373798312,0.818641585,None,0.4392120304348703,False,0.35732577265650056
448,ALDH9A1,1705317879.0,1321725001.0,0.775060777,0.203624075,0.22674875600000002,0.196439427,None,0.4392120304348703,False,0.35732577265650056
6250,KMT2C,219592495.6,351689281.8,1.6015541919999998,0.018659587,0.027201082,0.2027539,S2811,0.4392120304348703,False,0.35732577265650056
3197,DIDO1,721570528.4,891243.9593,0.001235145,0.046212709000000005,0.6905716959999999,1.732050808,S1974,0.4392120304348703,False,0.35732577265650056
4440,FLT1,479442839.3,320326965.6,0.66812337,0.517004858,0.828488053,0.15812284699999998,None,0.4392120304348703,False,0.35732577265650056
1724,CARD9,1789804.096,22056852.57,12.32361274,0.08259508,1.288831124,0.757511498,S277,0.4392120304348703,False,0.35732577265650056
313,AHNAK,2786609152.0,2585829072.0,0.927948245,0.5969940770000001,0.10064207300000001,0.215205371,S511,0.4392120304348703,False,0.35732577265650056
314,AHNAK,12376525799.0,13200392186.0,1.066566854,0.296916348,0.028664029,0.09075206,S5110,0.4392120304348703,False,0.35732577265650056
4322,FBXO28,2125574057.0,2038175879.0,0.9588825529999999,0.762495245,0.207692342,0.090692386,S344,0.4392120304348703,False,0.35732577265650056
11695,SEC62,477776277.3,374759338.5,0.784382474,0.785916796,1.0000001490000001,1.08819752,S357,0.4392120304348703,False,0.35732577265650056
10611,RASSF2,117535702.9,20523656.69,0.17461636100000003,0.002256001,0.24510268699999999,0.789133667,S145,0.4392120304348703,False,0.35732577265650056
2748,CRMP1,4592349.331,83896267.32,18.26870329,0.034549891,1.732050808,0.593960398,T509,0.4392120304348703,False,0.35732577265650056
8510,NUMB,1788169564.0,2221532920.0,1.2423502579999999,0.05953641,0.023007525,0.144522808,S425,0.439711486485739,False,0.3568321892535815
10658,RBBP8NL,240763022.0,259572160.7,1.078123038,0.7519719420000001,0.361232244,0.177769315,S251,0.4397482492721791,False,0.3567958808823157
10703,RBM14,3161652862.0,6794402222.0,2.149003233,0.009630075,0.476756322,0.110075785,S627,0.4397482492721791,False,0.3567958808823157
1064,ATP6V1C1,670003933.5,708802749.5,1.0579083409999999,0.720046255,0.256911767,0.06854877200000001,None,0.4397482492721791,False,0.3567958808823157
6400,L3MBTL2,28983908.07,9663521.924,0.333409901,0.21825054300000002,0.609530829,1.732050808,S67,0.4397482492721791,False,0.3567958808823157
9678,PPHLN1,23346435936.0,18969593956.0,0.812526332,0.075398438,0.052056057,0.174745977,S133,0.4397482492721791,False,0.3567958808823157
3248,DMD,375238240.3,218484070.6,0.582254278,0.008429266999999999,0.13961790400000001,0.21567485399999997,S2187,0.4397482492721791,False,0.3567958808823157
11881,SH2D3A,1130407313.0,645960861.2,0.571440802,0.001106253,0.088215142,0.159881112,S147,0.4397482492721791,False,0.3567958808823157
10238,PTPN13,77143172.32,206901163.5,2.682041161,0.0036630309999999998,0.36984528299999997,0.19122266699999999,S240,0.4397482492721791,False,0.3567958808823157
9010,PDCD11,2162585482.0,622045551.8,0.28763975199999997,0.119821438,0.513511535,1.5532092469999998,S1360,0.4397482492721791,False,0.3567958808823157
5117,HDGFL2,2117658.76,8896946.19,4.201312487,0.39125216399999996,1.551956484,1.380146081,S625,0.4397482492721791,False,0.3567958808823157
8427,NSFL1C,1825528826.0,2082382008.0,1.1407006990000002,0.06497699700000001,0.09524408699999999,0.044753187,S272,0.4403029861747489,False,0.35624836910595764
1167,BAIAP2,141531380.3,114286826.1,0.8075016709999999,0.804722632,1.222667193,0.51029832,M367,0.440478687975043,False,0.35607509955328664
276,AHCTF1,215070703.7,466789514.3,2.170400274,0.005713478,0.338900174,0.158671717,S2222,0.44052780093405963,False,0.3560266788268074
8496,NUMA1,9954487573.0,9683243937.0,0.972751622,0.855661302,0.143580184,0.208566578,S1757,0.44052780093405963,False,0.3560266788268074
11179,RPLP0P6,2839761564.0,4167282836.0,1.467476315,0.37787225,0.302021879,0.54182864,S307,0.4411060342510736,False,0.3554570011106912
9291,PHLDB2,1681459619.0,2602990068.0,1.5480538680000002,0.612533663,1.293218791,0.787850644,T550,0.4411060342510736,False,0.3554570011106912
8530,NUP153,282801586.0,481582314.9,1.702898211,0.022727855,0.189034603,0.207102125,S343,0.4411060342510736,False,0.3554570011106912
7588,MPRIP,256905152.8,270637727.9,1.053453872,0.875415712,0.49075903600000004,0.267503972,S224,0.4411827332119565,False,0.3553814930983681
3554,EEF1G,279247075.5,426564963.5,1.527553915,0.142980578,0.24528576100000002,0.316624929,M213,0.4411827332119565,False,0.3553814930983681
3553,EEF1D,10675827080.0,10818096743.0,1.013326336,0.933198095,0.116539629,0.233876615,T147,0.4411827332119565,False,0.3553814930983681
9653,PPA2,810801784.1,934769481.8,1.152895196,0.193691335,0.10252061900000001,0.129347333,S317,0.4412795580283019,False,0.35528619047969245
7769,MYC,464494191.9,129054837.6,0.277839508,0.09207236099999999,0.612237596,0.444047511,S281,0.4412795580283019,False,0.35528619047969245
9714,PPM1D,618411586.1,59794765.19,0.096690888,0.134183918,0.89823137,1.045179522,None,0.44154393177482876,False,0.3550260794517575
7621,MSANTD2,7329231.75,2680435.913,0.365718537,0.573147972,1.732050808,1.732050808,S79,0.44154393177482876,False,0.3550260794517575
221,AFAP1,2024965459.0,2417753774.0,1.193972847,0.24537134600000002,0.199644459,0.140754544,S668,0.44154393177482876,False,0.3550260794517575
10983,RIF1,5033406529.0,7189415986.0,1.428340021,0.013640335,0.19371053100000002,0.06542432299999999,S782,0.44154393177482876,False,0.3550260794517575
6989,MAP4,13880696935.0,15475906378.0,1.114922864,0.5358767,0.223416484,0.183874156,S280,0.44154393177482876,False,0.3550260794517575
11768,SET,46608695.67,301491186.7,6.468560906,0.000137309,0.603951429,0.14275147800000001,S28,0.441562752398745,False,0.3550075682270991
11267,RPS6,12118446216.0,1779284572.0,0.146824481,8.64e-07,0.065747877,0.198433489,S235,0.44173330328840127,False,0.35483985704871224
6035,KDM5C,1365603635.0,1465115258.0,1.0728700629999999,0.927006598,0.79052609,0.986748835,S301,0.44173330328840127,False,0.35483985704871224
6624,LMNB2,1154298535.0,1169006201.0,1.012741648,0.877690733,0.110735124,0.08036870900000001,None,0.4418221914497294,False,0.3547524745620853
10708,RBM15,55083315.42,47437880.37,0.8612023440000001,0.677316693,0.534114808,0.152240019,S212,0.4418377190560934,False,0.35473721178127654
8470,NUCKS1,2162391347.0,530643330.3,0.24539652899999997,0.053836216,0.523276765,0.63913046,S75,0.4419141151853117,False,0.3546621264096702
10745,RBM23,795113342.5,593443324.0,0.746363181,0.19983481600000003,0.117800894,0.37693807100000004,Y137,0.44227599679436863,False,0.3543066300236287
3588,EGFR,35054323.35,27943827.57,0.797157808,0.75839177,0.916813628,0.7422588859999999,S1166,0.44227599679436863,False,0.3543066300236287
2144,CDK17,2036821759.0,1973993905.0,0.969153975,0.828162011,0.044194769,0.238827901,S146,0.44257405202812505,False,0.35401405220574705
10122,PSMA1,5446307.734,7680414.865,1.41020582,0.816972542,1.632953815,1.732050808,S110,0.44257405202812505,False,0.35401405220574705
11402,RSU1,112679835.5,105397770.8,0.9353738429999999,0.889026709,0.7541227890000001,0.160594574,None,0.44257405202812505,False,0.35401405220574705
4101,FA65A_HUMAN,131943699.0,94399823.99,0.71545534,0.35807287600000004,0.459493869,0.258178678,S349,0.4426892352345924,False,0.3539010385250066
7159,MBD1,100542000000.0,88196223649.0,0.877207759,0.137089538,0.06981775900000001,0.116797872,S391,0.44280284784156726,False,0.3537895946634575
6843,MADD,421900362.3,423299534.1,1.003316356,0.9733751909999999,0.079410257,0.14427472,S813,0.4429867666174135,False,0.3536092473003536
9930,PRKD1,50387193.8,57171610.44,1.134645653,0.629865944,0.33830525,0.27400797600000004,S742,0.4429867666174135,False,0.3536092473003536
2598,CNKSR3,153944422.6,173935332.3,1.129857967,0.610955091,0.39519464600000004,0.12398714,S383,0.4429867666174135,False,0.3536092473003536
2624,COA5,41045345.33,74035012.06,1.803737098,0.536580356,1.020296836,1.033062432,S37,0.4429867666174135,False,0.3536092473003536
10781,RBM8A,357718916.5,436620794.9,1.220569489,0.23619389100000002,0.17136129100000003,0.19196915399999998,S56,0.4430273028537415,False,0.353569508284071
10233,PTPN13,1041615293.0,1480053990.0,1.420921909,0.021791095,0.159496559,0.12342890699999999,S1033,0.44310936192377454,False,0.3534890741866595
11059,RNPS1,107586415.7,251928754.5,2.34164093,0.48104947200000003,1.289669738,1.2011286559999999,S155,0.44316186198441926,False,0.35343762157023867
6133,KIF15,988819564.3,1050459262.0,1.062336648,0.685530822,0.09274285300000001,0.22252597699999999,S568,0.4432112047663551,False,0.3533892687970273
7421,MIS18A,5133788.173,3088556.633,0.601613571,0.583926734,0.966454842,1.161571081,S227,0.44323167476660075,False,0.35336921108466235
1575,C1orf228,39619466.46,44823456.38,1.1313493190000001,0.7747808279999999,0.738223078,0.159749358,T219,0.44323167476660075,False,0.35336921108466235
11617,SCARF2,48104068.03,41788163.19,0.868703311,0.814176323,0.8821940640000001,0.323762672,S653,0.44323167476660075,False,0.35336921108466235
6290,KRI1,552116153.4,716241397.0,1.297265788,0.223872632,0.35437225299999997,0.10504779300000001,S136,0.44323167476660075,False,0.35336921108466235
8992,PCTL_HUMAN,4875150147.0,4835293431.0,0.991824515,0.962942978,0.162805,0.244847658,S284,0.44323167476660075,False,0.35336921108466235
9817,PPP6C,7504253.808999999,2350601.701,0.31323590100000004,0.217951268,0.8042078970000001,1.011941311,None,0.44323167476660075,False,0.35336921108466235
6575,LIMK1,5193159.011,18360476.19,3.5355120369999997,0.515932369,1.732050808,1.732050808,S298,0.44325053124745767,False,0.35335073521333643
9334,PIH1D1,2410616084.0,2671237090.0,1.108113858,0.563894895,0.19247585899999997,0.21549417,S173,0.4432961603010448,False,0.3533060304134793
3123,DENND4A,41477097.82,54582902.97,1.315976909,0.68368836,0.640564767,0.8413525159999999,S1589,0.4433505295292125,False,0.353252768486087
1237,BCAR3,7414471882.0,2816418135.0,0.37985418,0.0009160010000000001,0.122586609,0.337106581,S370,0.44504082809813866,False,0.35160014496432196
7061,MAPRE1,2282953324.0,2494957334.0,1.092863927,0.013078918,0.026132395,0.034825094,None,0.44504082809813866,False,0.35160014496432196
10491,RANBP2,1918392697.0,2968371866.0,1.547322334,0.006882704,0.076171399,0.143847439,S1456,0.44504082809813866,False,0.35160014496432196
8360,NOP58,4398208507.0,4997103092.0,1.136167847,0.508263264,0.07745131799999999,0.287203604,S514,0.4451895822632469,False,0.351455007002473
944,ASF1A,599393253.5,617990059.1,1.031026051,0.5260504229999999,0.074306531,0.028375867000000003,None,0.4452593685177465,False,0.35138693395847126
8256,NIPBL,2764369789.0,4445759859.0,1.608236306,0.00045920300000000004,0.103408888,0.069918532,S318,0.4452593685177465,False,0.35138693395847126
9686,PPIA,936916939.4,1292234968.0,1.3792417590000001,0.022520232999999997,0.13457137,0.12193063800000001,M61,0.4458459137690791,False,0.3508152093645492
613,AP3D1,2993240425.0,4252049825.0,1.420550715,0.01386772,0.0545087,0.144214259,S829,0.4466333701899268,False,0.35004883176182894
6721,LRRN3,5532647586.0,4776414185.0,0.8633143740000001,0.127930904,0.047434595999999996,0.145291131,T317,0.4466333701899268,False,0.35004883176182894
6944,MAP2,44778325.5,17982362.29,0.401586305,0.107293519,0.26397785100000004,1.194994909,S1534,0.44689623729210004,False,0.349793301929834
6830,MACF1,1549221258.0,1470889646.0,0.9494380729999999,0.6915450470000001,0.086635926,0.20180123,S4521,0.44689623729210004,False,0.349793301929834
10160,PSMD3,4313088816.0,4336749432.0,1.005485771,0.96987135,0.115289901,0.21085499600000002,None,0.44689623729210004,False,0.349793301929834
9725,PPP1CB,1687622096.0,1958255296.0,1.160363627,0.472629884,0.028653763,0.311447727,T316,0.44698266967377875,False,0.34970931492388657
699,ARFGEF3,764055637.5,662532911.0,0.867126526,0.22208527600000003,0.112012742,0.145881951,S2061,0.44698266967377875,False,0.34970931492388657
286,AHDC1,163680102.2,154971298.3,0.9467937540000001,0.87584692,0.417225534,0.40281241700000003,S1399,0.44829300693880975,False,0.34843803577523946
571,ANLN,2102891866.0,4449779237.0,2.116028555,2.8600000000000004e-05,0.057520245,0.076057996,S518,0.44829300693880975,False,0.34843803577523946
7418,MINK1,254555948.7,464141669.1,1.8233385290000002,0.057233832000000005,0.21140972600000002,0.31230547,S993,0.44829300693880975,False,0.34843803577523946
4201,FAM189A1,73495192111.0,19171080040.0,0.260848084,4.11e-06,0.078093007,0.084441982,S20,0.44829300693880975,False,0.34843803577523946
8413,NSD1,130936408.6,294354394.8,2.248071396,0.017665771,0.545678326,0.170622765,S486,0.44829300693880975,False,0.34843803577523946
10110,PSD4,363399279.3,440355683.9,1.2117681820000001,0.406261912,0.393234749,0.097950186,S143,0.44829300693880975,False,0.34843803577523946
8192,NFATC2IP,33759113.89,102251125.9,3.0288450780000002,0.31306566,1.00229472,1.000389941,S234,0.44829300693880975,False,0.34843803577523946
212,ADT1_HUMAN,1199803918.0,782309410.7,0.652031052,0.039191345,0.172403905,0.232052641,None,0.44829300693880975,False,0.34843803577523946
3137,DENND4C,36874074.71,29893892.73,0.8107021790000001,0.6569778279999999,0.686449447,0.181762166,S767,0.44829300693880975,False,0.34843803577523946
9579,POFUT2,424230819.2,327762147.5,0.7726033390000001,0.401493382,0.370361837,0.298604825,S318,0.44829300693880975,False,0.34843803577523946
1647,CAD,785740208.1,969926275.3,1.234410897,0.09161558300000001,0.147832674,0.11194690300000001,T1884,0.4486122434857542,False,0.3481288778646376
5917,JUN,469253205.4,612118652.6,1.3044527890000002,0.09755361800000001,0.22747281600000002,0.109932352,S63,0.44909881561742526,False,0.34765809027572864
7580,MPO,101418.4251,1000990.897,9.869911666,0.405700196,1.732050808,1.732050808,S94,0.4493564809254607,False,0.34740899023712646
1078,ATRX,6369363630.0,6176396553.0,0.969703869,0.970669425,0.7529439809999999,1.179164326,S677,0.44954574979620854,False,0.3472261039908423
6898,MAP1B,122028891.7,182273332.8,1.49368998,0.373045051,0.8613868440000001,0.146002581,S1427,0.44954574979620854,False,0.3472261039908423
8073,NCR3LG1,3893115945.0,3683530579.0,0.946165136,0.166279487,0.041326156,0.044793840999999994,S405,0.44954574979620854,False,0.3472261039908423
10932,RGS12,172036509.6,167219334.7,0.971999113,0.898365856,0.131986257,0.349020148,S16,0.449609139926225,False,0.3471648687486531
11384,RSF1,1284099391.0,786437254.8,0.612442666,0.091746205,0.214372075,0.4197838,S748,0.449609139926225,False,0.3471648687486531
1344,BCR,232742814.2,674550048.0,2.898263692,0.358190726,0.262992385,1.136610428,S459,0.449609139926225,False,0.3471648687486531
7997,NCL,5708970971.0,3958569016.0,0.69339449,0.419754666,0.473460031,0.562017679,S34,0.449609139926225,False,0.3471648687486531
10187,PTBP2,123127691.0,118402011.3,0.961619683,0.962462589,1.09008264,0.836882837,S27,0.44991257809128865,False,0.3468718652045585
7198,MCM3AP,1504507852.0,1643306940.0,1.0922554759999998,0.576731295,0.254341437,0.085225744,S557,0.45009273763059804,False,0.34669799446521377
6761,LSR,4651067989.0,5049279462.0,1.085617212,0.589761345,0.236265637,0.10095108300000001,S643,0.4503834047427697,False,0.3464176202913049
5711,INTS1,740960150.4,373142863.3,0.503593699,0.389993225,0.918876004,0.259701052,T83,0.45049814960550455,False,0.3463069885201438
4086,FA21A_HUMAN,1978143298.0,1924807973.0,0.973037684,0.837167172,0.103001237,0.196975033,T331,0.45055847720928305,False,0.3462488346934321
11017,RLF,87568235.41,101883724.0,1.163478098,0.74241403,0.7675619859999999,0.254166645,S1633,0.45101575984884684,False,0.34580828229985283
1821,CCAR2,3746888745.0,5513256178.0,1.4714224390000001,0.15628623,0.054473445999999995,0.34046685,M691,0.4511807744154402,False,0.3456494146611897
4361,FGD4,194393014.0,275724845.1,1.418388652,0.568020516,1.017182326,0.448824245,S702,0.45118370803425417,False,0.34564659084778016
2692,CPEB4,249666821.6,246683863.1,0.9880522429999999,0.962305925,0.38869177299999996,0.161159796,S252,0.45118370803425417,False,0.34564659084778016
1750,CASKIN2,259849284.0,164084498.4,0.631460267,0.19889474,0.10544593099999999,0.6799234809999999,S358,0.45118370803425417,False,0.34564659084778016
1751,CASKIN2,2513337555.0,3190709440.0,1.2695109070000001,0.135565855,0.147945992,0.17870665,S403,0.45118370803425417,False,0.34564659084778016
41,ABCF2,9875728827.0,10538239571.0,1.067084744,0.61173037,0.20844888,0.056820095999999994,None,0.45118370803425417,False,0.34564659084778016
5645,IL1RAPL1,504752358.4,425272953.7,0.8425378240000001,0.23479439800000002,0.079646838,0.226172467,T200,0.45118370803425417,False,0.34564659084778016
5321,HNRNPA1L2,14136476.88,20796724.45,1.47113914,0.727903929,0.992584485,1.36351806,M137,0.45118370803425417,False,0.34564659084778016
7904,NASP,34249424.54,84106752.74,2.455712873,0.21301761800000002,1.1012137709999998,0.584904647,S244,0.45118370803425417,False,0.34564659084778016
2535,CLIC1,10420255630.0,7415223327.0,0.711616259,0.120327967,0.25621377100000003,0.144252559,None,0.45118370803425417,False,0.34564659084778016
6872,MAP1A,297229558.1,311444572.1,1.047825035,0.7256141840000001,0.188980836,0.116870189,S1675,0.45118370803425417,False,0.34564659084778016
5477,HSP90AB1,203915442.4,41133462.41,0.201718232,0.376172984,1.432502762,1.00945999,S532,0.45118370803425417,False,0.34564659084778016
3186,DHX9,2526068454.0,663703222.5,0.262741582,0.09712973800000001,0.645304488,0.3007939,None,0.45118370803425417,False,0.34564659084778016
6529,LEMD3,86447639.01,120647508.1,1.395613686,0.41794278799999995,0.648298185,0.320930628,S144,0.45118370803425417,False,0.34564659084778016
11437,RUSC2,302453767.2,298720219.2,0.9876558059999999,0.974812393,0.29471237100000003,0.586176856,S513,0.4513578555542668,False,0.34547899455976766
11724,SENP3,2656713590.0,2749081988.0,1.034767917,0.881062439,0.29815591,0.2365176,S181,0.4516822370011044,False,0.34516698830530795
2855,CTR9,6048230553.0,6926435852.0,1.145200367,0.258105276,0.107567114,0.14859636699999998,T925,0.45231771736807286,False,0.34455640052627384
2396,CHD1,417722648.4,460565890.4,1.102563848,0.564363318,0.238278026,0.152015369,T1700,0.45231771736807286,False,0.34455640052627384
7591,MPRIP,2413782465.0,2901291739.0,1.201969018,0.08711089,0.049734545,0.136332916,S365,0.45246043439075395,False,0.3444193918776507
9750,PPP1R13L,1350090120.0,1203657634.0,0.891538733,0.52485712,0.135140961,0.272931588,S358,0.45246043439075395,False,0.3444193918776507
9751,PPP1R13L,429289624.7,412821903.8,0.961639602,0.7866513209999999,0.22663486600000002,0.063580656,S395,0.45246043439075395,False,0.3444193918776507
834,ARHGEF2,627172301.2,717292493.5,1.143692877,0.539862789,0.313511789,0.192345942,S932,0.45246043439075395,False,0.3444193918776507
9650,POU5F2,1440448125.0,1827259715.0,1.268535592,0.087172598,0.134055609,0.145139288,T269,0.45246043439075395,False,0.3444193918776507
6522,LDHC_HUMAN,657598701.9,154908823.3,0.23556741,0.19034523399999997,0.8703189370000001,0.920313956,None,0.45246043439075395,False,0.3444193918776507
9752,PPP1R13L,10128162423.0,32225401801.0,3.181761948,0.002349529,0.592474256,0.144181933,S526,0.45246043439075395,False,0.3444193918776507
11657,SCRN3,40044410.76,149931913.6,3.744140836,0.180546025,0.695296262,0.817073452,None,0.4530227287427865,False,0.34388000831840665
10558,RAPH1,20036524.64,6305266.18,0.314688615,0.34585078799999996,1.024552567,1.732050808,S845,0.4530227287427865,False,0.34388000831840665
6474,LARP7,174284896.5,614390039.8,3.5252052939999996,0.27525527,0.621047974,1.018540062,S337,0.4530227287427865,False,0.34388000831840665
10801,RBMXL1,5947755719.0,4916198125.0,0.8265635570000001,0.1719621,0.070578687,0.218264743,S208,0.4530227287427865,False,0.34388000831840665
5496,HSPA2,27683404077.0,27159091305.0,0.9810603940000001,0.7703288690000001,0.097169645,0.04660652,None,0.4536078949486404,False,0.3433193952465628
6062,KIAA0930,76704.33944,10004105.22,130.4242405,0.053281667000000005,1.732050808,0.71597701,S362,0.45369559127944004,False,0.34323544090659575
1527,C10orf88,318990585.2,266546970.4,0.835595102,0.6756003709999999,0.620154657,0.22375946600000002,None,0.45370295024548446,False,0.34322839668468125
6652,LR16A_HUMAN,198701823.0,202135481.5,1.0172804579999999,0.961002038,0.51228086,0.282114488,S1331,0.45370295024548446,False,0.34322839668468125
6653,LR16A_HUMAN,1055558772.0,1815830082.0,1.7202548359999998,0.001263466,0.08250932400000001,0.117908141,S933,0.45370295024548446,False,0.34322839668468125
4383,FHOD1,293555739.3,472686750.4,1.6102112380000002,0.034171782000000005,0.269315803,0.172687139,S486,0.45370295024548446,False,0.34322839668468125
4382,FHOD1,117419849.7,80727226.88,0.6875091999999999,0.39421115799999995,0.431250605,0.585329863,S138,0.45370295024548446,False,0.34322839668468125
9831,PRAM1,61509864.9,305166417.3,4.9612597560000005,0.11106031400000001,0.614425431,0.730091411,S252,0.45370295024548446,False,0.34322839668468125
3639,EIF3B,69060599.23,58821317.98,0.851734833,0.828173032,0.744624297,1.002157153,S119,0.45370295024548446,False,0.34322839668468125
3663,EIF3I,271391391.3,512854337.8,1.889722203,0.00790272,0.304176197,0.13272204,M140,0.45370295024548446,False,0.34322839668468125
515,ANKLE2,10842527.78,28952334.31,2.670256872,0.336094833,1.732050808,0.8082055509999999,S488,0.4550207506826265,False,0.34196879740559394
3134,DENND4C,610805504.5,339420087.2,0.555692581,0.05405366,0.316355661,0.10843445199999999,S1065,0.4550287139656207,False,0.3419611969179355
10843,RECQL5,84083.62286,4104314.528,48.8122941,0.213240492,1.732050808,1.218009947,S491,0.4550287139656207,False,0.3419611969179355
8561,NUP214,217252034.0,327574264.2,1.5078075819999999,0.109105933,0.451643704,0.080741719,T437,0.4550287139656207,False,0.3419611969179355
8603,NYAP1,110223.7374,5460255.7639999995,49.53792978,0.36510860799999995,1.732050808,1.732050808,None,0.4550287139656207,False,0.3419611969179355
4374,FGFR1OP,1693857377.0,1424932263.0,0.84123509,0.36177932100000004,0.190751045,0.24141943600000002,S160,0.4550287139656207,False,0.3419611969179355
4271,FAM83H,46888569579.0,55112378843.0,1.175390491,0.0008716689999999999,0.029055632,0.034269096,S881,0.4550287139656207,False,0.3419611969179355
